#GRM033R61A225ME47,,
#2025/02/24,,
#c_dcbias_capchange,,
#capchange  25.0degC  AC1Vrms,,
DC Bias[V],Cap. Change Rate[%],
0.0,0.0,
0.05,-0.11086862948626042,
0.1,-0.3181974907158769,
0.15000000000000002,-0.6179662821045095,
0.2,-1.0059983754233448,
0.25,-1.477993439191494,
0.30000000000000004,-2.029558523903885,
0.35000000000000003,-2.656237460884381,
0.4,-3.3535384593515793,
0.45,-4.11695981703768,
0.5,-4.942013688191993,
0.55,-5.824247878878841,
0.6000000000000001,-6.759265663054537,
0.65,-7.742743633941163,
0.7000000000000001,-8.770447623716148,
0.75,-9.838246740553746,
0.8,-10.942125585671214,
0.8500000000000001,-12.078194724357116,
0.9,-13.242699494122867,
0.9500000000000001,-14.432027240269097,
1.0,-15.64271307445213,
1.05,-16.871444255439407,
1.1,-18.115063293321942,
1.1500000000000001,-19.370569879176013,
1.2000000000000002,-20.635121741698892,
1.25,-21.9060345308431,
1.3,-23.18078082609403,
1.35,-24.456988363917997,
1.4000000000000001,-25.73243757518776,
1.4500000000000002,-27.005058519191916,
1.5,-28.27292729626798,
1.55,-29.5342620162663,
1.6,-30.787418395046227,
1.6500000000000001,-32.0308850461067,
1.7000000000000002,-33.26327852933091,
1.75,-34.48333821374088,
1.8,-35.68992100616201,
1.85,-36.881995992836195,
1.9000000000000001,-38.05863903632615,
1.9500000000000002,-39.21902736555607,
2.0,-40.36243419255119,
2.0500000000000003,-41.488223385391656,
2.1,-42.595844223092485,
2.15,-43.684826254568144,
2.2,-44.754774280540175,
2.25,-45.805363474199076,
2.3000000000000003,-46.836334653631525,
2.35,-47.84748971646783,
2.4000000000000004,-48.838687244882074,
2.45,-49.80983828698095,
2.5,-50.76090231873442,
2.5500000000000003,-51.691883388924275,
2.6,-52.60282644809791,
2.6500000000000004,-53.49381386120875,
2.7,-54.364962102482664,
2.75,-55.21641863006472,
2.8000000000000003,-56.04835893715631,
2.85,-56.86098377564019,
2.9000000000000004,-57.65451654759719,
2.95,-58.42920085963201,
3.0,-59.1852982345386,
3.0500000000000003,-59.923085974534416,
3.1,-60.642855170070774,
3.1500000000000004,-61.3449088480755,
3.2,-62.02956025339048,
3.25,-62.697131257133165,
3.3000000000000003,-63.34795088571711,
3.35,-63.982353964320005,
3.4000000000000004,-64.60067986867084,
3.45,-65.20327137914256,
3.5,-65.79047363127555,
3.5500000000000003,-66.3626331570162,
3.6,-66.92009701112951,
3.6500000000000004,-67.46321197743367,
3.7,-67.9923238497012,
3.75,-68.50777678227684,
3.8000000000000003,-69.00991270567147,
3.85,-69.49907080260235,
3.9000000000000004,-69.97558704016402,
3.95,-70.43979375402442,
4.0,-70.89201928075074,
4.05,-71.33258763457606,
4.1000000000000005,-71.76181822511873,
4.15,-72.18002561276435,
4.2,-72.5875192986107,
4.25,-72.98460354606115,
4.3,-73.37157723133126,
4.3500000000000005,-73.74873372030413,
4.4,-74.11636076933637,
4.45,-74.4747404477724,
4.5,-74.82414908007836,
4.55,-75.16485720564803,
4.6000000000000005,-75.49712955447164,
4.65,-75.82122503698744,
4.7,-76.13739674656063,
4.75,-76.44589197314843,
4.800000000000001,-76.74695222682338,
4.8500000000000005,-77.04081326992844,
4.9,-77.32770515673799,
4.95,-77.60785227959003,
5.0,-77.88147342054268,
5.050000000000001,-78.14878180768969,
5.1000000000000005,-78.4099851753471,
5.15,-78.66528582739556,
