#GRM155R61A106ME11,,
#2025/02/24,,
#c_dcbias_capchange,,
#capchange  25.0degC  AC1Vrms,,
DC Bias[V],Cap. Change Rate[%],
7.1000000000000005,-87.05050809513794,
7.15,-87.16440127086781,
7.2,-87.27620009067492,
7.25,-87.38593478160364,
7.300000000000001,-87.4936351248142,
7.3500000000000005,-87.59933055644782,
7.4,-87.70305026733368,
7.45,-87.80482330164486,
7.5,-87.9046786546125,
7.550000000000001,-88.00264536941255,
7.6000000000000005,-88.09875263333672,
7.65,-88.19302987336724,
7.7,-88.28550685127075,
7.75,-88.37621375833041,
7.800000000000001,-88.46518130983027,
7.8500000000000005,-88.55244083940728,
7.9,-88.63802439338023,
7.95,-88.72196482516134,
8.0,-88.80429588984983,
8.05,-88.88505233909598,
8.1,-88.96427001631825,
8.15,-89.0419859523401,
8.200000000000001,-89.11823846150051,
8.25,-89.19306723827415,
8.3,-89.26651345442096,
8.35,-89.33861985665503,
8.4,-89.40943086480726,
8.450000000000001,-89.4789926704184,
8.5,-89.54735333567206,
8.55,-89.61456289254077,
8.6,-89.68067344197411,
8.65,-89.74573925291762,
8.700000000000001,-89.80981686090462,
8.75,-89.87296516589883,
8.8,-89.93524552901869,
8.85,-89.99672186770785,
8.9,-90.05746074883686,
8.950000000000001,-90.11753147916643,
9.0,-90.17700619249833,
9.05,-90.23595993277674,
9.1,-90.29447073229157,
9.15,-90.35261968405474,
9.200000000000001,-90.41049100730251,
9.25,-90.4681721049793,
9.3,-90.52575361194044,
9.35,-90.58332943249273,
9.4,-90.64099676577526,
9.450000000000001,-90.69885611734738,
9.5,-90.7570112952404,
9.55,-90.81556938858361,
9.600000000000001,-90.8746407268042,
9.65,-90.93433881726398,
9.700000000000001,-90.99478025908597,
9.75,-91.05608463079972,
9.8,-91.11837434934223,
9.850000000000001,-91.18177449784974,
9.9,-91.24641261960659,
