part_number,spec_application,supplystatus_sort,capacitance_sort[pF],rvol,rvol_ac_list,opetemp-max,tcc,LWSize_mm_inch,size_thickness_max,tolerance,Type,caution,file_information,,
GCM31CR11C475KA01,AIC|APS|MeI,In Production,4700000,16,-,125,R,3216M/1206,1.8,±10%,Powertrain/Safety for Automotive,,[n],[s],[t]
GRM155R60E475ME76,CE|IE|AIC|MeI|ME,In Production,4700000,2.5,-,85,X5R,1005M/0402,0.6,±20%,General Purpose,,[n],[s],[t]
GRM035R60E475ME01,CE|IE|AIC|MeI|ME,In Production,4700000,2.5,-,85,X5R,0603M/0201,0.55,±20%,Ultra-small,,[n],[s],[t]
GRT155R60G475ME13,IE|AIC|MeI,In Production,4700000,4,-,85,X5R,1005M/0402,0.6,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM153R60G475ME15,ME,In Production,4700000,4,-,85,X5R,1005M/0402,0.33,±20%,General Purpose,mobile,[n],[s],[t]
GRM155R60G475ME87,CE|IE|AIC|MeI|ME,In Production,4700000,4,-,85,X5R,1005M/0402,0.65,±20%,General Purpose,,[n],[s],[t]
GRM035R60G475ME15,ME,In Production,4700000,4,-,85,X5R,0603M/0201,0.55,±20%,Ultra-small,mobile,[n],[s],[t]
GRM033R60G475ME05,ME,In Production,4700000,4,-,85,X5R,0603M/0201,0.39,±20%,Ultra-small,mobile,[n],[s],[t]
GRM155R60G475ME47,CE|IE|AIC|MeI|ME,In Production,4700000,4,-,85,X5R,1005M/0402,0.6,±20%,General Purpose,,[n],[s],[t]
GRT155R60J475ME13,IE|AIC|MeI,In Production,4700000,6.3,-,85,X5R,1005M/0402,0.6,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM153R60J475ME15,ME,In Production,4700000,6.3,-,85,X5R,1005M/0402,0.33,±20%,General Purpose,derating1|mobile,[n],[s],[t]
GRM035R60J475ME15,ME,In Production,4700000,6.3,-,85,X5R,0603M/0201,0.55,±20%,Ultra-small,derating1|mobile,[n],[s],[t]
GRM033R60J475ME05,ME,In Production,4700000,6.3,-,85,X5R,0603M/0201,0.39,±20%,Ultra-small,derating1|mobile,[n],[s],[t]
GRM155R60J475ME47,CE|IE|AIC|MeI|ME,In Production,4700000,6.3,-,85,X5R,1005M/0402,0.6,±20%,General Purpose,derating1,[n],[s],[t]
GRM155R60J475ME87,CE|IE|AIC|MeI|ME,In Production,4700000,6.3,-,85,X5R,1005M/0402,0.65,±20%,General Purpose,derating1,[n],[s],[t]
GRM155R61A475ME01,CE|IE|AIC|MeI|ME,In Production,4700000,10,-,85,X5R,1005M/0402,0.7,±20%,General Purpose,,[n],[s],[t]
GRT155R61A475ME13,IE|AIC|MeI,In Production,4700000,10,-,85,X5R,1005M/0402,0.65,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM155R61A475MEAA,CE|IE|AIC|MeI|ME,In Production,4700000,10,-,85,X5R,1005M/0402,0.65,±20%,General Purpose,derating1,[n],[s],[t]
ZRB15XR61A475ME01,CE|IE|AIC|MeI|ME,In Production,4700000,10,-,85,X5R,1005M/0402,0.8,±20%,Acoustic noise reduction (interposer),derating1,[n],[s],[t]
GRM219R61C475KE15,CE|IE|AIC|MeI|ME,In Production,4700000,16,-,85,X5R,2012M/0805,0.95,±10%,General Purpose,,[n],[s],[t]
GRM185R61C475ME11,CE|IE|AIC|MeI|ME,In Production,4700000,16,-,85,X5R,1608M/0603,0.55,±20%,General Purpose,,[n],[s],[t]
GXT188R61C475KE13,IE|AIC|MeI,In Production,4700000,16,-,85,X5R,1608M/0603,0.95,±10%,Water repellent/ Infotainment [AEC-Q200],derating1,[n],[s],[t]
GCH188R61C475KE11,MI,In Production,4700000,16,-,85,X5R,1608M/0603,1,±10%,Implantable medical device,,[n],[s],[t]
GRM185R61C475KE11,CE|IE|AIC|MeI|ME,In Production,4700000,16,-,85,X5R,1608M/0603,0.55,±10%,General Purpose,,[n],[s],[t]
GRM188R61C475KE11,CE|IE|AIC|MeI|ME,In Production,4700000,16,-,85,X5R,1608M/0603,0.95,±10%,General Purpose,,[n],[s],[t]
GRM155R61C475ME01,ME,In Production,4700000,16,-,85,X5R,1005M/0402,0.7,±20%,General Purpose,derating1|mobile,[n],[s],[t]
GRM188R61C475ME11,CE|IE|AIC|MeI|ME,In Production,4700000,16,-,85,X5R,1608M/0603,0.95,±20%,General Purpose,,[n],[s],[t]
GRT188R61C475KE13,IE|AIC|MeI,In Production,4700000,16,-,85,X5R,1608M/0603,0.95,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRT188R61E475KE13,IE|AIC|MeI,In Production,4700000,25,-,85,X5R,1608M/0603,0.95,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM219R61E475MA73,CE|IE|AIC|MeI|ME,In Production,4700000,25,-,85,X5R,2012M/0805,0.95,±20%,General Purpose,,[n],[s],[t]
GXT188R61E475KE13,IE|AIC|MeI,In Production,4700000,25,-,85,X5R,1608M/0603,0.95,±10%,Water repellent/ Infotainment [AEC-Q200],derating1,[n],[s],[t]
GRM219R61E475KA73,CE|IE|AIC|MeI|ME,In Production,4700000,25,-,85,X5R,2012M/0805,0.95,±10%,General Purpose,,[n],[s],[t]
GRM188R61E475ME11,CE|IE|AIC|MeI|ME,In Production,4700000,25,-,85,X5R,1608M/0603,0.95,±20%,General Purpose,,[n],[s],[t]
GRM188R61E475KE11,CE|IE|AIC|MeI|ME,In Production,4700000,25,-,85,X5R,1608M/0603,0.95,±10%,General Purpose,,[n],[s],[t]
GRM219R6YA475MA73,CE|IE|AIC|MeI|ME,In Production,4700000,35,-,85,X5R,2012M/0805,0.95,±20%,General Purpose,derating1,[n],[s],[t]
GRM188R6YA475ME15,CE|IE|AIC|MeI|ME,In Production,4700000,35,-,85,X5R,1608M/0603,1,±20%,General Purpose,,[n],[s],[t]
GRM219R6YA475KA73,CE|IE|AIC|MeI|ME,In Production,4700000,35,-,85,X5R,2012M/0805,0.95,±10%,General Purpose,derating1,[n],[s],[t]
GRM188R6YA475KE15,CE|IE|AIC|MeI|ME,In Production,4700000,35,-,85,X5R,1608M/0603,1,±10%,General Purpose,,[n],[s],[t]
ZRB18AR6YA475ME05,CE|IE|AIC|MeI|ME,In Production,4700000,35,-,85,X5R,1608M/0603,1.2,±20%,Acoustic noise reduction (interposer),,[n],[s],[t]
GXT188R6YA475KE13,IE|AIC|MeI,In Production,4700000,35,-,85,X5R,1608M/0603,1,±10%,Water repellent/ Infotainment [AEC-Q200],derating1,[n],[s],[t]
GRT188R6YA475KE13,IE|AIC|MeI,In Production,4700000,35,-,85,X5R,1608M/0603,1,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
ZRB18AR6YA475KE05,CE|IE|AIC|MeI|ME,In Production,4700000,35,-,85,X5R,1608M/0603,1.2,±10%,Acoustic noise reduction (interposer),,[n],[s],[t]
GRM21BR61H475KE51,CE|IE|AIC|MeI|ME,In Production,4700000,50,-,85,X5R,2012M/0805,1.4,±10%,General Purpose,,[n],[s],[t]
GRM319R61H475KA12,CE|IE|AIC|MeI|ME,In Production,4700000,50,-,85,X5R,3216M/1206,0.95,±10%,General Purpose,,[n],[s],[t]
GRT21BR61H475KE13,IE|AIC|MeI,In Production,4700000,50,-,85,X5R,2012M/0805,1.4,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM21BR61H475ME51,CE|IE|AIC|MeI|ME,In Production,4700000,50,-,85,X5R,2012M/0805,1.4,±20%,General Purpose,,[n],[s],[t]
GRM31CR61H475KA12,CE|IE|AIC|MeI|ME,In Production,4700000,50,-,85,X5R,3216M/1206,1.8,±10%,General Purpose,,[n],[s],[t]
GRM319R61H475MA12,CE|IE|AIC|MeI|ME,In Production,4700000,50,-,85,X5R,3216M/1206,0.95,±20%,General Purpose,,[n],[s],[t]
GRM155C61E475ME15,CE|IE|AIC|MeI|ME,In Production,4700000,25,-,85,X5S,1005M/0402,0.7,±20%,General Purpose,derating1,[n],[s],[t]
GRM033C80E475ME05,ME,In Production,4700000,2.5,-,105,X6S,0603M/0201,0.39,±20%,Ultra-small,mobile,[n],[s],[t]
GRT188C80G475KE01,IE|AIC|MeI,In Production,4700000,4,-,105,X6S,1608M/0603,0.9,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRT155C80G475ME13,IE|AIC|MeI,In Production,4700000,4,-,105,X6S,1005M/0402,0.65,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM185C80J475ME11,CE|IE|AIC|MeI|ME,In Production,4700000,6.3,-,105,X6S,1608M/0603,0.55,±20%,General Purpose,,[n],[s],[t]
GRM155C80J475ME01,CE|IE|AIC|MeI|ME,In Production,4700000,6.3,-,105,X6S,1005M/0402,0.7,±20%,General Purpose,,[n],[s],[t]
GRT155C80J475ME13,IE|AIC|MeI,In Production,4700000,6.3,-,105,X6S,1005M/0402,0.65,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM155C80J475MEAA,CE|IE|AIC|MeI|ME,In Production,4700000,6.3,-,105,X6S,1005M/0402,0.65,±20%,General Purpose,derating1,[n],[s],[t]
GRM185C81A475KE11,CE|IE|AIC|MeI|ME,In Production,4700000,10,-,105,X6S,1608M/0603,0.55,±10%,General Purpose,derating1,[n],[s],[t]
GRT155C81A475ME13,IE|AIC|MeI,In Production,4700000,10,-,105,X6S,1005M/0402,0.7,±20%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRT219C81A475KE01,IE|AIC|MeI,In Production,4700000,10,-,105,X6S,2012M/0805,0.95,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM155C81A475ME01,CE|IE|AIC|MeI|ME,In Production,4700000,10,-,105,X6S,1005M/0402,0.7,±20%,General Purpose,derating1,[n],[s],[t]
GRM185C81A475ME11,CE|IE|AIC|MeI|ME,In Production,4700000,10,-,105,X6S,1608M/0603,0.55,±20%,General Purpose,derating1,[n],[s],[t]
GRM219C81C475MA73,CE|IE|AIC|MeI|ME,In Production,4700000,16,-,105,X6S,2012M/0805,0.95,±20%,General Purpose,,[n],[s],[t]
GRT188C81C475KE13,IE|AIC|MeI,In Production,4700000,16,-,105,X6S,1608M/0603,0.95,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GXT188C81C475KE13,IE|AIC|MeI,In Production,4700000,16,-,105,X6S,1608M/0603,0.95,±10%,Water repellent/ Infotainment [AEC-Q200],derating1,[n],[s],[t]
GRM188C81C475KE11,CE|IE|AIC|MeI|ME,In Production,4700000,16,-,105,X6S,1608M/0603,0.95,±10%,General Purpose,,[n],[s],[t]
GRM219C81C475KA73,CE|IE|AIC|MeI|ME,In Production,4700000,16,-,105,X6S,2012M/0805,0.95,±10%,General Purpose,,[n],[s],[t]
GRM188C81C475ME11,CE|IE|AIC|MeI|ME,In Production,4700000,16,-,105,X6S,1608M/0603,0.95,±20%,General Purpose,,[n],[s],[t]
GRM188C81E475ME11,CE|IE|AIC|MeI|ME,In Production,4700000,25,-,105,X6S,1608M/0603,1,±20%,General Purpose,derating1,[n],[s],[t]
GRM188C81E475KE11,CE|IE|AIC|MeI|ME,In Production,4700000,25,-,105,X6S,1608M/0603,1,±10%,General Purpose,derating1,[n],[s],[t]
GRT188C81E475KE13,IE|AIC|MeI,In Production,4700000,25,-,105,X6S,1608M/0603,1,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GXT188C81E475KE13,IE|AIC|MeI,In Production,4700000,25,-,105,X6S,1608M/0603,1,±10%,Water repellent/ Infotainment [AEC-Q200],derating1,[n],[s],[t]
GRM21BC8YA475ME51,CE|IE|AIC|MeI|ME,In Production,4700000,35,-,105,X6S,2012M/0805,1.4,±20%,General Purpose,,[n],[s],[t]
GRM21BC8YA475KE51,CE|IE|AIC|MeI|ME,In Production,4700000,35,-,105,X6S,2012M/0805,1.4,±10%,General Purpose,,[n],[s],[t]
GRT21BC8YA475KE13,IE|AIC|MeI,In Production,4700000,35,-,105,X6S,2012M/0805,1.4,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM21BC81H475KE11,CE|IE|AIC|MeI|ME,In Production,4700000,50,-,105,X6S,2012M/0805,1.45,±10%,General Purpose,,[n],[s],[t]
GRM21BC81H475ME11,CE|IE|AIC|MeI|ME,In Production,4700000,50,-,105,X6S,2012M/0805,1.45,±20%,General Purpose,,[n],[s],[t]
ZRB21CC81H475ME01,CE|IE|AIC|MeI|ME,In Production,4700000,50,-,105,X6S,2012M/0805,1.65,±20%,Acoustic noise reduction (interposer),,[n],[s],[t]
ZRB21CC81H475KE01,CE|IE|AIC|MeI|ME,In Production,4700000,50,-,105,X6S,2012M/0805,1.65,±10%,Acoustic noise reduction (interposer),,[n],[s],[t]
GRT32EC81H475KE01,IE|AIC|MeI,In Production,4700000,50,-,105,X6S,3225M/1210,2.7,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM155D80E475ME47,CE|IE|AIC|MeI|ME,In Production,4700000,2.5,-,105,X6T,1005M/0402,0.6,±20%,General Purpose,derating1,[n],[s],[t]
GRM155D81A475ME15,CE|IE|AIC|MeI|ME,In Production,4700000,10,-,105,X6T,1005M/0402,0.7,±20%,General Purpose,,[n],[s],[t]
GRM155D81C475ME15,CE|IE|AIC|MeI|ME,In Production,4700000,16,-,105,X6T,1005M/0402,0.7,±20%,General Purpose,derating1,[n],[s],[t]
GRT21BR71A475KE13,IE|AIC|MeI,In Production,4700000,10,-,125,X7R,2012M/0805,1.4,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM21BR71A475ME51,CE|IE|AIC|MeI|ME,In Production,4700000,10,-,125,X7R,2012M/0805,1.4,±20%,General Purpose,,[n],[s],[t]
GRM21BR71A475KE51,CE|IE|AIC|MeI|ME,In Production,4700000,10,-,125,X7R,2012M/0805,1.4,±10%,General Purpose,,[n],[s],[t]
GRM188Z71A475ME15,CE|IE|AIC|MeI|ME,In Production,4700000,10,-,125,X7R,1608M/0603,0.95,±20%,General Purpose,,[n],[s],[t]
GXT21BR71A475KE13,IE|AIC|MeI,In Production,4700000,10,-,125,X7R,2012M/0805,1.4,±10%,Water repellent/ Infotainment [AEC-Q200],derating1,[n],[s],[t]
GRM188Z71A475KE15,CE|IE|AIC|MeI|ME,In Production,4700000,10,-,125,X7R,1608M/0603,0.95,±10%,General Purpose,,[n],[s],[t]
GRM188Z71C475KE21,CE|IE|AIC|MeI|ME,In Production,4700000,16,-,125,X7R,1608M/0603,1,±10%,General Purpose,,[n],[s],[t]
GRM188Z71C475ME21,CE|IE|AIC|MeI|ME,In Production,4700000,16,-,125,X7R,1608M/0603,1,±20%,General Purpose,,[n],[s],[t]
GRM21BR71C475KE51,CE|IE|AIC|MeI|ME,In Production,4700000,16,-,125,X7R,2012M/0805,1.4,±10%,General Purpose,,[n],[s],[t]
GRM21BR71C475ME51,CE|IE|AIC|MeI|ME,In Production,4700000,16,-,125,X7R,2012M/0805,1.4,±20%,General Purpose,,[n],[s],[t]
GRT21BR71C475KE13,IE|AIC|MeI,In Production,4700000,16,-,125,X7R,2012M/0805,1.4,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GCH21BR71C475KE01,MI,In Production,4700000,16,-,125,X7R,2012M/0805,1.4,±10%,Implantable medical device,,[n],[s],[t]
GCM31CR71C475KA37,AIC|APS|MeI,In Production,4700000,16,-,125,X7R,3216M/1206,1.8,±10%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GCJ31CR71C475MA01,AIC|APS|MeI,In Production,4700000,16,-,125,X7R,3216M/1206,1.9,±20%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GCJ21BR71C475MA01,AIC|APS|MeI,In Production,4700000,16,-,125,X7R,2012M/0805,1.45,±20%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GCM21BR71C475KA67,AIC|APS|MeI,In Production,4700000,16,-,125,X7R,2012M/0805,1.4,±10%,Powertrain/Safety for Automotive,,[n],[s],[t]
GGM31CR71C475KA37,AIC|APS|MeI,In Production,4700000,16,-,125,X7R,3216M/1206,1.8,±10%,Water repellent/ Automotive [AEC-Q200],,[n],[s],[t]
GCJ21BR71C475KA01,AIC|APS|MeI,In Production,4700000,16,-,125,X7R,2012M/0805,1.45,±10%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GCJ31CR71C475KA01,AIC|APS|MeI,In Production,4700000,16,-,125,X7R,3216M/1206,1.9,±10%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GGM21BR71C475KA73,AIC|APS|MeI,In Production,4700000,16,-,125,X7R,2012M/0805,1.4,±10%,Water repellent/ Automotive [AEC-Q200],,[n],[s],[t]
GCM21BR71C475KA73,AIC|APS|MeI,In Production,4700000,16,-,125,X7R,2012M/0805,1.4,±10%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GCJ31CR71E475MA12,AIC|APS|MeI,In Production,4700000,25,-,125,X7R,3216M/1206,1.9,±20%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GGM31CR71E475KA55,AIC|APS|MeI,In Production,4700000,25,-,125,X7R,3216M/1206,1.8,±10%,Water repellent/ Automotive [AEC-Q200],,[n],[s],[t]
GRM21BZ71E475ME15,CE|IE|AIC|MeI|ME,In Production,4700000,25,-,125,X7R,2012M/0805,1.45,±20%,General Purpose,,[n],[s],[t]
GRM21BZ71E475KE15,CE|IE|AIC|MeI|ME,In Production,4700000,25,-,125,X7R,2012M/0805,1.45,±10%,General Purpose,,[n],[s],[t]
GCM31CR71E475KA40,AIC|APS|MeI,In Production,4700000,25,-,125,X7R,3216M/1206,1.8,±10%,Powertrain/Safety for Automotive,,[n],[s],[t]
GCM31CR71E475KA55,AIC|APS|MeI,In Production,4700000,25,-,125,X7R,3216M/1206,1.8,±10%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GCJ31CR71E475KA12,AIC|APS|MeI,In Production,4700000,25,-,125,X7R,3216M/1206,1.9,±10%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GRM21BZ7YA475ME15,CE|IE|AIC|MeI|ME,In Production,4700000,35,-,125,X7R,2012M/0805,1.45,±20%,General Purpose,,[n],[s],[t]
GRM21BZ7YA475KE15,CE|IE|AIC|MeI|ME,In Production,4700000,35,-,125,X7R,2012M/0805,1.45,±10%,General Purpose,,[n],[s],[t]
GCJ32ER71H475KA12,AIC|APS|MeI,In Production,4700000,50,-,125,X7R,3225M/1210,2.8,±10%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GRM31CR71H475KA12,CE|IE|AIC|MeI|ME,In Production,4700000,50,-,125,X7R,3216M/1206,1.8,±10%,General Purpose,,[n],[s],[t]
GCM32ER71H475KA55,AIC|APS|MeI,In Production,4700000,50,-,125,X7R,3225M/1210,2.7,±10%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GRM31CR71H475MA12,CE|IE|AIC|MeI|ME,In Production,4700000,50,-,125,X7R,3216M/1206,1.8,±20%,General Purpose,,[n],[s],[t]
GCJ32ER71H475MA12,AIC|APS|MeI,In Production,4700000,50,-,125,X7R,3225M/1210,2.8,±20%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GRM21BZ71H475KE15,CE|IE|AIC|MeI|ME,In Production,4700000,50,-,125,X7R,2012M/0805,1.45,±10%,General Purpose,,[n],[s],[t]
GRM21BZ71H475ME15,CE|IE|AIC|MeI|ME,In Production,4700000,50,-,125,X7R,2012M/0805,1.45,±20%,General Purpose,,[n],[s],[t]
GCH32ER71H475KE01,MI,In Production,4700000,50,-,125,X7R,3225M/1210,2.7,±10%,Implantable medical device,,[n],[s],[t]
KRT31KR71H475KH01,IE|AIC|MeI,In Production,4700000,50,-,125,X7R,3216M/1206,2.9,±10%,Metal terminal/ Automotive [AEC-Q200],derating1,[n],[s],[t]
GGM32ER71H475KA55,AIC|APS|MeI,In Production,4700000,50,-,125,X7R,3225M/1210,2.7,±10%,Water repellent/ Automotive [AEC-Q200],,[n],[s],[t]
GCM32ER71H475KA40,AIC|APS|MeI,In Production,4700000,50,-,125,X7R,3225M/1210,2.7,±10%,Powertrain/Safety for Automotive,,[n],[s],[t]
GRJ31CR71H475ME11,CE|IE|AIC|MeI|ME,In Production,4700000,50,-,125,X7R,3216M/1206,1.9,±20%,Resin external electrode,,[n],[s],[t]
GRJ31CR71H475KE11,CE|IE|AIC|MeI|ME,In Production,4700000,50,-,125,X7R,3216M/1206,1.9,±10%,Resin external electrode,,[n],[s],[t]
GRT32ER71H475KE01,IE|AIC|MeI,In Production,4700000,50,-,125,X7R,3225M/1210,2.7,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
KRM55LR71H475KH01,CE|IE|MeI|ME,In Production,4700000,50,-,125,X7R,5750M/2220,3,±10%,Metal Terminal General,,[n],[s],[t]
KCM55LR71H475KH01,AIC|APS|MeI,In Production,4700000,50,-,125,X7R,5750M/2220,3,±10%,Metal terminal/ Automotive [AEC-Q200],,[n],[s],[t]
KRM31KR71H475KH01,CE|IE|MeI|ME,In Production,4700000,50,-,125,X7R,3216M/1206,2.9,±10%,Metal Terminal General,,[n],[s],[t]
KRM55LR71J475KH01,CE|IE|MeI|ME,In Production,4700000,63,-,125,X7R,5750M/2220,3,±10%,Metal Terminal General,,[n],[s],[t]
KCM55LR71J475KH01,AIC|APS|MeI,In Production,4700000,63,-,125,X7R,5750M/2220,3,±10%,Metal terminal/ Automotive [AEC-Q200],,[n],[s],[t]
GRM31CZ72A475KE11,CE|IE|AIC|MeI|ME,In Production,4700000,100,-,125,X7R,3216M/1206,1.9,±10%,General Purpose,,[n],[s],[t]
GRM31CZ72A475ME11,CE|IE|AIC|MeI|ME,In Production,4700000,100,-,125,X7R,3216M/1206,1.9,±20%,General Purpose,,[n],[s],[t]
KCM55LR72A475KH01,AIC|APS|MeI,In Production,4700000,100,-,125,X7R,5750M/2220,3,±10%,Metal terminal/ Automotive [AEC-Q200],,[n],[s],[t]
GRJ31CZ72A475ME01,CE|IE|AIC|MeI|ME,In Production,4700000,100,-,125,X7R,3216M/1206,1.9,±20%,Resin external electrode,,[n],[s],[t]
KRM55LR72A475KH01,CE|IE|MeI|ME,In Production,4700000,100,-,125,X7R,5750M/2220,3,±10%,Metal Terminal General,,[n],[s],[t]
GRJ31CZ72A475KE01,CE|IE|AIC|MeI|ME,In Production,4700000,100,-,125,X7R,3216M/1206,1.9,±10%,Resin external electrode,,[n],[s],[t]
GCM188C70J475KE36,AIC|APS|MeI,In Production,4700000,6.3,-,125,X7S,1608M/0603,1,±10%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GCJ188C70J475KE02,AIC|APS|MeI,In Production,4700000,6.3,-,125,X7S,1608M/0603,1,±10%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GCJ188C70J475ME02,AIC|APS|MeI,In Production,4700000,6.3,-,125,X7S,1608M/0603,1,±20%,Resin external electrode for Powertrain/safety for Automotive [AEC-Q200],,[n],[s],[t]
GRJ188C70J475ME11,CE|IE|AIC|MeI|ME,In Production,4700000,6.3,-,125,X7S,1608M/0603,1,±20%,Resin external electrode,,[n],[s],[t]
GRJ188C70J475KE11,CE|IE|AIC|MeI|ME,In Production,4700000,6.3,-,125,X7S,1608M/0603,1,±10%,Resin external electrode,,[n],[s],[t]
GCM188C70J475KE35,AIC|APS|MeI,In Production,4700000,6.3,-,125,X7S,1608M/0603,1,±10%,Powertrain/Safety for Automotive,,[n],[s],[t]
GRM188C71A475ME11,CE|IE|AIC|MeI|ME,In Production,4700000,10,-,125,X7S,1608M/0603,0.95,±20%,General Purpose,,[n],[s],[t]
GCM188C71A475KE36,AIC|APS|MeI,In Production,4700000,10,-,125,X7S,1608M/0603,1,±10%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GCM188C71A475KE35,AIC|APS|MeI,In Production,4700000,10,-,125,X7S,1608M/0603,1,±10%,Powertrain/Safety for Automotive,,[n],[s],[t]
GGM21BC71A475KA73,AIC|APS|MeI,In Production,4700000,10,-,125,X7S,2012M/0805,1.4,±10%,Water repellent/ Automotive [AEC-Q200],,[n],[s],[t]
GCH21BC71A475KE01,MI,In Production,4700000,10,-,125,X7S,2012M/0805,1.4,±10%,Implantable medical device,,[n],[s],[t]
GCM21BC71A475KA67,AIC|APS|MeI,In Production,4700000,10,-,125,X7S,2012M/0805,1.4,±10%,Powertrain/Safety for Automotive,,[n],[s],[t]
GRM188C71A475KE11,CE|IE|AIC|MeI|ME,In Production,4700000,10,-,125,X7S,1608M/0603,0.95,±10%,General Purpose,,[n],[s],[t]
GCM21BC71A475KA73,AIC|APS|MeI,In Production,4700000,10,-,125,X7S,2012M/0805,1.4,±10%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GRM188C71C475ME21,CE|IE|AIC|MeI|ME,In Production,4700000,16,-,125,X7S,1608M/0603,1,±20%,General Purpose,,[n],[s],[t]
GCM188C71C475KE36,AIC|APS|MeI,In Production,4700000,16,-,125,X7S,1608M/0603,1,±10%,Powertrain/Safety for Automotive [AEC-Q200],derating7,[n],[s],[t]
GRT188C71C475KE13,IE|AIC|MeI,In Production,4700000,16,-,125,X7S,1608M/0603,1,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GRM188C71C475KE21,CE|IE|AIC|MeI|ME,In Production,4700000,16,-,125,X7S,1608M/0603,1,±10%,General Purpose,,[n],[s],[t]
GCM21BC71E475KE36,AIC|APS|MeI,In Production,4700000,25,-,125,X7S,2012M/0805,1.45,±10%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GCH21BC71E475KE11,MI,In Production,4700000,25,-,125,X7S,2012M/0805,1.45,±10%,Implantable medical device,,[n],[s],[t]
GRM21BC71E475KE11,CE|IE|AIC|MeI|ME,In Production,4700000,25,-,125,X7S,2012M/0805,1.45,±10%,General Purpose,,[n],[s],[t]
GGM21BC71E475KE36,AIC|APS|MeI,In Production,4700000,25,-,125,X7S,2012M/0805,1.45,±10%,Water repellent/ Automotive [AEC-Q200],,[n],[s],[t]
GRT21BC71E475KE13,IE|AIC|MeI,In Production,4700000,25,-,125,X7S,2012M/0805,1.45,±10%,Infotainment for Automotive [AEC-Q200],derating1,[n],[s],[t]
GCM21BC71E475KE35,AIC|APS|MeI,In Production,4700000,25,-,125,X7S,2012M/0805,1.45,±10%,Powertrain/Safety for Automotive,,[n],[s],[t]
GRM21BC71E475ME11,CE|IE|AIC|MeI|ME,In Production,4700000,25,-,125,X7S,2012M/0805,1.45,±20%,General Purpose,,[n],[s],[t]
GCM21BC7YA475KE36,AIC|APS|MeI,In Production,4700000,35,-,125,X7S,2012M/0805,1.45,±10%,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GCH21BC7YA475KE11,MI,In Production,4700000,35,-,125,X7S,2012M/0805,1.45,±10%,Implantable medical device,,[n],[s],[t]
GCM21BC7YA475KE35,AIC|APS|MeI,In Production,4700000,35,-,125,X7S,2012M/0805,1.45,±10%,Powertrain/Safety for Automotive,,[n],[s],[t]
GGM21BC7YA475KE36,AIC|APS|MeI,In Production,4700000,35,-,125,X7S,2012M/0805,1.45,±10%,Water repellent/ Automotive [AEC-Q200],,[n],[s],[t]
