part_number,spec_application,supplystatus_sort,capacitance_sort[pF],rvol,rvol_ac_list,opetemp-max,tcc,LWSize_mm_inch,size_thickness_max,tolerance,Type,caution,file_information,,
GJM0335G2A7R0DB01,CE|IE|AIC|MeI|ME,In Production,7,100,-,150,X8G,0603M/0201,0.33,±0.5pF,High-Q,,[n],[s],[t]
GJM0335G2A7R0CB01,CE|IE|AIC|MeI|ME,In Production,7,100,-,150,X8G,0603M/0201,0.33,±0.25pF,High-Q,,[n],[s],[t]
GJM0225G2A7R0DB01,CE|IE|AIC|MeI|ME,In Production,7,100,-,150,X8G,0402M/01005,0.22,±0.5pF,High-Q,moisture-proof required,[n],[s],[t]
GJM0335G2A7R0BB01,CE|IE|AIC|MeI|ME,In Production,7,100,-,150,X8G,0603M/0201,0.33,±0.1pF,High-Q,,[n],[s],[t]
GJM0225G2A7R0CB01,CE|IE|AIC|MeI|ME,In Production,7,100,-,150,X8G,0402M/01005,0.22,±0.25pF,High-Q,moisture-proof required,[n],[s],[t]
GQM0335G2D7R0DB01,CE|IE|AIC|MeI|ME,In Production,7,200,-,150,X8G,0603M/0201,0.33,±0.5pF,High Frequency,,[n],[s],[t]
GQM1555G2D7R0BB01,CE|IE|AIC|MeI|ME,In Production,7,200,-,150,X8G,1005M/0402,0.55,±0.1pF,High Frequency,,[n],[s],[t]
GQM1555G2D7R0WB01,CE|IE|AIC|MeI|ME,In Production,7,200,-,150,X8G,1005M/0402,0.55,±0.05pF,High Frequency,,[n],[s],[t]
GQM0335G2D7R0WB01,CE|IE|AIC|MeI|ME,In Production,7,200,-,150,X8G,0603M/0201,0.33,±0.05pF,High Frequency,,[n],[s],[t]
GQM0335G2D7R0CB01,CE|IE|AIC|MeI|ME,In Production,7,200,-,150,X8G,0603M/0201,0.33,±0.25pF,High Frequency,,[n],[s],[t]
GQM1555G2D7R0CB01,CE|IE|AIC|MeI|ME,In Production,7,200,-,150,X8G,1005M/0402,0.55,±0.25pF,High Frequency,,[n],[s],[t]
GQM0335G2D7R0BB01,CE|IE|AIC|MeI|ME,In Production,7,200,-,150,X8G,0603M/0201,0.33,±0.1pF,High Frequency,,[n],[s],[t]
GQM2195G2E7R0BB12,CE|IE|AIC|MeI|ME,In Production,7,250,-,150,X8G,2012M/0805,1,±0.1pF,High Frequency,,[n],[s],[t]
GQM1875G2E7R0BB12,CE|IE|AIC|MeI|ME,In Production,7,250,-,150,X8G,1608M/0603,0.8,±0.1pF,High Frequency,,[n],[s],[t]
GQM2195G2E7R0CB12,CE|IE|AIC|MeI|ME,In Production,7,250,-,150,X8G,2012M/0805,1,±0.25pF,High Frequency,,[n],[s],[t]
GQM2195G2E7R0DB12,CE|IE|AIC|MeI|ME,In Production,7,250,-,150,X8G,2012M/0805,1,±0.5pF,High Frequency,,[n],[s],[t]
GQM1875G2E7R0CB12,CE|IE|AIC|MeI|ME,In Production,7,250,-,150,X8G,1608M/0603,0.8,±0.25pF,High Frequency,,[n],[s],[t]
GQM1875G2E7R0WB12,CE|IE|AIC|MeI|ME,In Production,7,250,-,150,X8G,1608M/0603,0.8,±0.05pF,High Frequency,,[n],[s],[t]
GQM1875G2E7R0DB12,CE|IE|AIC|MeI|ME,In Production,7,250,-,150,X8G,1608M/0603,0.8,±0.5pF,High Frequency,,[n],[s],[t]
GQM2195G2H7R0CB12,CE|IE|AIC|MeI|ME,In Production,7,500,-,150,X8G,2012M/0805,1,±0.25pF,High Frequency,,[n],[s],[t]
GQM2195G2H7R0DB12,CE|IE|AIC|MeI|ME,In Production,7,500,-,150,X8G,2012M/0805,1,±0.5pF,High Frequency,,[n],[s],[t]
GRM0225C1C6R9DA03,CE|IE|AIC|MeI|ME,In Production,6.9,16,-,125,C0G,0402M/01005,0.22,±0.5pF,Ultra-small,,[n],[s],[t]
GRM0115C1C6R9BE01,CE|IE|AIC|MeI|ME,In Production,6.9,16,-,125,C0G,0201M/008004,0.138,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0115C1C6R9CE01,CE|IE|AIC|MeI|ME,In Production,6.9,16,-,125,C0G,0201M/008004,0.138,±0.25pF,Ultra-small,,[n],[s],[t]
GJM0225C1C6R9BB01,CE|IE|AIC|MeI|ME,In Production,6.9,16,-,125,C0G,0402M/01005,0.22,±0.1pF,High-Q,,[n],[s],[t]
GRM0115C1C6R9WE01,CE|IE|AIC|MeI|ME,In Production,6.9,16,-,125,C0G,0201M/008004,0.138,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0115C1C6R9DE01,CE|IE|AIC|MeI|ME,In Production,6.9,16,-,125,C0G,0201M/008004,0.138,±0.5pF,Ultra-small,,[n],[s],[t]
GRM0225C1C6R9CA03,CE|IE|AIC|MeI|ME,In Production,6.9,16,-,125,C0G,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0225C1C6R9WA03,CE|IE|AIC|MeI|ME,In Production,6.9,16,-,125,C0G,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GJM0225C1C6R9DB01,CE|IE|AIC|MeI|ME,In Production,6.9,16,-,125,C0G,0402M/01005,0.22,±0.5pF,High-Q,,[n],[s],[t]
GRM0225C1C6R9BA03,CE|IE|AIC|MeI|ME,In Production,6.9,16,-,125,C0G,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GJM0225C1C6R9CB01,CE|IE|AIC|MeI|ME,In Production,6.9,16,-,125,C0G,0402M/01005,0.22,±0.25pF,High-Q,,[n],[s],[t]
GJM0225C1C6R9WB01,CE|IE|AIC|MeI|ME,In Production,6.9,16,-,125,C0G,0402M/01005,0.22,±0.05pF,High-Q,,[n],[s],[t]
GRM0335C1E6R9CA01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0603M/0201,0.33,±0.25pF,Ultra-small,,[n],[s],[t]
GJM0335C1E6R9CB01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0603M/0201,0.33,±0.25pF,High-Q,,[n],[s],[t]
GRM0225C1E6R9BA03,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0115C1E6R9WE01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0201M/008004,0.138,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0225C1E6R9CA03,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0115C1E6R9BE01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0201M/008004,0.138,±0.1pF,Ultra-small,,[n],[s],[t]
GJM0225C1E6R9BB01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0402M/01005,0.22,±0.1pF,High-Q,,[n],[s],[t]
GRM0225C1E6R9WA03,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0335C1E6R9BA01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GJM0335C1E6R9BB01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0603M/0201,0.33,±0.1pF,High-Q,,[n],[s],[t]
GRM0225C1E6R9DA03,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0402M/01005,0.22,±0.5pF,Ultra-small,,[n],[s],[t]
GJM0225C1E6R9DB01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0402M/01005,0.22,±0.5pF,High-Q,,[n],[s],[t]
GRM0115C1E6R9DE01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0201M/008004,0.138,±0.5pF,Ultra-small,,[n],[s],[t]
GRM0335C1E6R9DA01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0603M/0201,0.33,±0.5pF,Ultra-small,,[n],[s],[t]
GRM0115C1E6R9CE01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0201M/008004,0.138,±0.25pF,Ultra-small,,[n],[s],[t]
GJM0225C1E6R9WB01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0402M/01005,0.22,±0.05pF,High-Q,,[n],[s],[t]
GRM0335C1E6R9WA01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0603M/0201,0.33,±0.05pF,Ultra-small,,[n],[s],[t]
GJM0335C1E6R9DB01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0603M/0201,0.33,±0.5pF,High-Q,,[n],[s],[t]
GJM0335C1E6R9WB01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0603M/0201,0.33,±0.05pF,High-Q,,[n],[s],[t]
GJM0225C1E6R9CB01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,C0G,0402M/01005,0.22,±0.25pF,High-Q,,[n],[s],[t]
GCQ0335C1H6R9BB01,AIC|APS|MeI,In Production,6.9,50,-,125,C0G,0603M/0201,0.33,±0.1pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GJM0335C1H6R9BB01,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,C0G,0603M/0201,0.33,±0.1pF,High-Q,,[n],[s],[t]
GRM0335C1H6R9BA01,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,C0G,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GCQ0335C1H6R9CB01,AIC|APS|MeI,In Production,6.9,50,-,125,C0G,0603M/0201,0.33,±0.25pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GCQ0335C1H6R9DB01,AIC|APS|MeI,In Production,6.9,50,-,125,C0G,0603M/0201,0.33,±0.5pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GRM0335C1H6R9CA01,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,C0G,0603M/0201,0.33,±0.25pF,Ultra-small,,[n],[s],[t]
GJM0335C1H6R9WB01,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,C0G,0603M/0201,0.33,±0.05pF,High-Q,,[n],[s],[t]
GCQ1555C1H6R9CB01,AIC|APS|MeI,In Production,6.9,50,-,125,C0G,1005M/0402,0.55,±0.25pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GJM0335C1H6R9CB01,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,C0G,0603M/0201,0.33,±0.25pF,High-Q,,[n],[s],[t]
GRM0335C1H6R9WA01,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,C0G,0603M/0201,0.33,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0225C1H6R9WA03,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,C0G,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GCQ1555C1H6R9DB01,AIC|APS|MeI,In Production,6.9,50,-,125,C0G,1005M/0402,0.55,±0.5pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GJM1555C1H6R9WB01,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,C0G,1005M/0402,0.55,±0.05pF,High-Q,,[n],[s],[t]
GJM1555C1H6R9BB01,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,C0G,1005M/0402,0.55,±0.1pF,High-Q,,[n],[s],[t]
GJM1555C1H6R9DB01,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,C0G,1005M/0402,0.55,±0.5pF,High-Q,,[n],[s],[t]
GRM0225C1H6R9CA03,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,C0G,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0225C1H6R9BA03,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,C0G,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0225C1H6R9DA03,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,C0G,0402M/01005,0.22,±0.5pF,Ultra-small,,[n],[s],[t]
GCQ0335C1H6R9WB01,AIC|APS|MeI,In Production,6.9,50,-,125,C0G,0603M/0201,0.33,±0.05pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GCQ1555C1H6R9BB01,AIC|APS|MeI,In Production,6.9,50,-,125,C0G,1005M/0402,0.55,±0.1pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GCQ1555C1H6R9WB01,AIC|APS|MeI,In Production,6.9,50,-,125,C0G,1005M/0402,0.55,±0.05pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GRM0335C1H6R9DA01,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,C0G,0603M/0201,0.33,±0.5pF,Ultra-small,,[n],[s],[t]
GJM0335C1H6R9DB01,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,C0G,0603M/0201,0.33,±0.5pF,High-Q,,[n],[s],[t]
GJM1555C1H6R9CB01,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,C0G,1005M/0402,0.55,±0.25pF,High-Q,,[n],[s],[t]
GJM0335C2A6R9DB01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,125,C0G,0603M/0201,0.33,±0.5pF,High-Q,,[n],[s],[t]
GJM0335C2A6R9CB01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,125,C0G,0603M/0201,0.33,±0.25pF,High-Q,,[n],[s],[t]
GJM0225C2A6R9BB01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,125,C0G,0402M/01005,0.22,±0.1pF,High-Q,moisture-proof required,[n],[s],[t]
GJM0335C2A6R9WB01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,125,C0G,0603M/0201,0.33,±0.05pF,High-Q,,[n],[s],[t]
GRM0335C2A6R9CA01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,125,C0G,0603M/0201,0.33,±0.25pF,Ultra-small,,[n],[s],[t]
GJM0225C2A6R9WB01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,125,C0G,0402M/01005,0.22,±0.05pF,High-Q,moisture-proof required,[n],[s],[t]
GJM0335C2A6R9BB01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,125,C0G,0603M/0201,0.33,±0.1pF,High-Q,,[n],[s],[t]
GRM0335C2A6R9DA01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,125,C0G,0603M/0201,0.33,±0.5pF,Ultra-small,,[n],[s],[t]
GRM0335C2A6R9BA01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,125,C0G,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0335C2A6R9WA01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,125,C0G,0603M/0201,0.33,±0.05pF,Ultra-small,,[n],[s],[t]
GQM0335C2D6R9WB01,CE|IE|AIC|MeI|ME,In Production,6.9,200,-,125,C0G,0603M/0201,0.33,±0.05pF,High Frequency,,[n],[s],[t]
GQM1555C2D6R9BB01,CE|IE|AIC|MeI|ME,In Production,6.9,200,-,125,C0G,1005M/0402,0.55,±0.1pF,High Frequency,,[n],[s],[t]
GQM0335C2D6R9CB01,CE|IE|AIC|MeI|ME,In Production,6.9,200,-,125,C0G,0603M/0201,0.33,±0.25pF,High Frequency,,[n],[s],[t]
GQM1555C2D6R9CB01,CE|IE|AIC|MeI|ME,In Production,6.9,200,-,125,C0G,1005M/0402,0.55,±0.25pF,High Frequency,,[n],[s],[t]
GQM0335C2D6R9BB01,CE|IE|AIC|MeI|ME,In Production,6.9,200,-,125,C0G,0603M/0201,0.33,±0.1pF,High Frequency,,[n],[s],[t]
GQM1555C2D6R9WB01,CE|IE|AIC|MeI|ME,In Production,6.9,200,-,125,C0G,1005M/0402,0.55,±0.05pF,High Frequency,,[n],[s],[t]
GQM0335C2D6R9DB01,CE|IE|AIC|MeI|ME,In Production,6.9,200,-,125,C0G,0603M/0201,0.33,±0.5pF,High Frequency,,[n],[s],[t]
GRM0222C1C6R9DA03,CE|IE|AIC|MeI|ME,In Production,6.9,16,-,125,CH,0402M/01005,0.22,±0.5pF,Ultra-small,,[n],[s],[t]
GRM0222C1C6R9WA03,CE|IE|AIC|MeI|ME,In Production,6.9,16,-,125,CH,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0222C1C6R9CA03,CE|IE|AIC|MeI|ME,In Production,6.9,16,-,125,CH,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0222C1C6R9BA03,CE|IE|AIC|MeI|ME,In Production,6.9,16,-,125,CH,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0332C1E6R9WA01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,CH,0603M/0201,0.33,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0222C1E6R9BA03,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,CH,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0222C1E6R9CA03,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,CH,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0332C1E6R9BA01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,CH,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0332C1E6R9DA01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,CH,0603M/0201,0.33,±0.5pF,Ultra-small,,[n],[s],[t]
GRM0222C1E6R9DA03,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,CH,0402M/01005,0.22,±0.5pF,Ultra-small,,[n],[s],[t]
GRM0332C1E6R9CA01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,CH,0603M/0201,0.33,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0222C1E6R9WA03,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,125,CH,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0332C1H6R9DA01,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,CH,0603M/0201,0.33,±0.5pF,Ultra-small,,[n],[s],[t]
GRM0222C1H6R9DA03,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,CH,0402M/01005,0.22,±0.5pF,Ultra-small,,[n],[s],[t]
GRM0332C1H6R9WA01,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,CH,0603M/0201,0.33,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0222C1H6R9WA03,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,CH,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0222C1H6R9CA03,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,CH,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0332C1H6R9CA01,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,CH,0603M/0201,0.33,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0222C1H6R9BA03,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,CH,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0332C1H6R9BA01,CE|IE|AIC|MeI|ME,In Production,6.9,50,-,125,CH,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0332C2A6R9BA01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,125,CH,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
GRM0332C2A6R9DA01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,125,CH,0603M/0201,0.33,±0.5pF,Ultra-small,,[n],[s],[t]
GRM0332C2A6R9CA01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,125,CH,0603M/0201,0.33,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0332C2A6R9WA01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,125,CH,0603M/0201,0.33,±0.05pF,Ultra-small,,[n],[s],[t]
GJM0225G1E6R9WB01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,150,X8G,0402M/01005,0.22,±0.05pF,High-Q,derating1,[n],[s],[t]
GJM0225G1E6R9DB01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,150,X8G,0402M/01005,0.22,±0.5pF,High-Q,derating1,[n],[s],[t]
GJM0225G1E6R9CB01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,150,X8G,0402M/01005,0.22,±0.25pF,High-Q,derating1,[n],[s],[t]
GJM0225G1E6R9BB01,CE|IE|AIC|MeI|ME,In Production,6.9,25,-,150,X8G,0402M/01005,0.22,±0.1pF,High-Q,derating1,[n],[s],[t]
GJM0225G2A6R9WB01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,150,X8G,0402M/01005,0.22,±0.05pF,High-Q,moisture-proof required,[n],[s],[t]
GJM0335G2A6R9BB01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,150,X8G,0603M/0201,0.33,±0.1pF,High-Q,,[n],[s],[t]
GJM0225G2A6R9BB01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,150,X8G,0402M/01005,0.22,±0.1pF,High-Q,moisture-proof required,[n],[s],[t]
GJM0335G2A6R9CB01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,150,X8G,0603M/0201,0.33,±0.25pF,High-Q,,[n],[s],[t]
GJM0335G2A6R9DB01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,150,X8G,0603M/0201,0.33,±0.5pF,High-Q,,[n],[s],[t]
GJM0335G2A6R9WB01,CE|IE|AIC|MeI|ME,In Production,6.9,100,-,150,X8G,0603M/0201,0.33,±0.05pF,High-Q,,[n],[s],[t]
GQM0335G2D6R9DB01,CE|IE|AIC|MeI|ME,In Production,6.9,200,-,150,X8G,0603M/0201,0.33,±0.5pF,High Frequency,,[n],[s],[t]
GQM0335G2D6R9CB01,CE|IE|AIC|MeI|ME,In Production,6.9,200,-,150,X8G,0603M/0201,0.33,±0.25pF,High Frequency,,[n],[s],[t]
GQM1555G2D6R9BB01,CE|IE|AIC|MeI|ME,In Production,6.9,200,-,150,X8G,1005M/0402,0.55,±0.1pF,High Frequency,,[n],[s],[t]
GQM0335G2D6R9BB01,CE|IE|AIC|MeI|ME,In Production,6.9,200,-,150,X8G,0603M/0201,0.33,±0.1pF,High Frequency,,[n],[s],[t]
GQM0335G2D6R9WB01,CE|IE|AIC|MeI|ME,In Production,6.9,200,-,150,X8G,0603M/0201,0.33,±0.05pF,High Frequency,,[n],[s],[t]
GQM1555G2D6R9CB01,CE|IE|AIC|MeI|ME,In Production,6.9,200,-,150,X8G,1005M/0402,0.55,±0.25pF,High Frequency,,[n],[s],[t]
GQM1555G2D6R9WB01,CE|IE|AIC|MeI|ME,In Production,6.9,200,-,150,X8G,1005M/0402,0.55,±0.05pF,High Frequency,,[n],[s],[t]
GRM0115C1C6R8CE01,CE|IE|AIC|MeI|ME,In Production,6.8,16,-,125,C0G,0201M/008004,0.138,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0115C1C6R8DE01,CE|IE|AIC|MeI|ME,In Production,6.8,16,-,125,C0G,0201M/008004,0.138,±0.5pF,Ultra-small,,[n],[s],[t]
GRM0225C1C6R8WA03,CE|IE|AIC|MeI|ME,In Production,6.8,16,-,125,C0G,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GJM0225C1C6R8DB01,CE|IE|AIC|MeI|ME,In Production,6.8,16,-,125,C0G,0402M/01005,0.22,±0.5pF,High-Q,,[n],[s],[t]
GRM0115C1C6R8WE01,CE|IE|AIC|MeI|ME,In Production,6.8,16,-,125,C0G,0201M/008004,0.138,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0225C1C6R8DA03,CE|IE|AIC|MeI|ME,In Production,6.8,16,-,125,C0G,0402M/01005,0.22,±0.5pF,Ultra-small,,[n],[s],[t]
GRM0225C1C6R8CA03,CE|IE|AIC|MeI|ME,In Production,6.8,16,-,125,C0G,0402M/01005,0.22,±0.25pF,Ultra-small,,[n],[s],[t]
GRM0225C1C6R8BA03,CE|IE|AIC|MeI|ME,In Production,6.8,16,-,125,C0G,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GJM0225C1C6R8CB01,CE|IE|AIC|MeI|ME,In Production,6.8,16,-,125,C0G,0402M/01005,0.22,±0.25pF,High-Q,,[n],[s],[t]
GRM0115C1C6R8BE01,CE|IE|AIC|MeI|ME,In Production,6.8,16,-,125,C0G,0201M/008004,0.138,±0.1pF,Ultra-small,,[n],[s],[t]
GJM0225C1C6R8BB01,CE|IE|AIC|MeI|ME,In Production,6.8,16,-,125,C0G,0402M/01005,0.22,±0.1pF,High-Q,,[n],[s],[t]
GJM0225C1C6R8WB01,CE|IE|AIC|MeI|ME,In Production,6.8,16,-,125,C0G,0402M/01005,0.22,±0.05pF,High-Q,,[n],[s],[t]
GRM0225C1E6R8DA03,CE|IE|AIC|MeI|ME,In Production,6.8,25,-,125,C0G,0402M/01005,0.22,±0.5pF,Ultra-small,,[n],[s],[t]
GRM0225C1E6R8BA03,CE|IE|AIC|MeI|ME,In Production,6.8,25,-,125,C0G,0402M/01005,0.22,±0.1pF,Ultra-small,,[n],[s],[t]
GJM0335C1E6R8CB01,CE|IE|AIC|MeI|ME,In Production,6.8,25,-,125,C0G,0603M/0201,0.33,±0.25pF,High-Q,,[n],[s],[t]
GRM0115C1E6R8DE01,CE|IE|AIC|MeI|ME,In Production,6.8,25,-,125,C0G,0201M/008004,0.138,±0.5pF,Ultra-small,,[n],[s],[t]
GJM0225C1E6R8CB01,CE|IE|AIC|MeI|ME,In Production,6.8,25,-,125,C0G,0402M/01005,0.22,±0.25pF,High-Q,,[n],[s],[t]
GRM0335C1E6R8DA01,CE|IE|AIC|MeI|ME,In Production,6.8,25,-,125,C0G,0603M/0201,0.33,±0.5pF,Ultra-small,,[n],[s],[t]
GRM0225C1E6R8WA03,CE|IE|AIC|MeI|ME,In Production,6.8,25,-,125,C0G,0402M/01005,0.22,±0.05pF,Ultra-small,,[n],[s],[t]
GCM0335C1E6R8CA16,AIC|APS|MeI,In Production,6.8,25,-,125,C0G,0603M/0201,0.33,±0.25pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GRM0115C1E6R8BE01,CE|IE|AIC|MeI|ME,In Production,6.8,25,-,125,C0G,0201M/008004,0.138,±0.1pF,Ultra-small,,[n],[s],[t]
GJM0225C1E6R8WB01,CE|IE|AIC|MeI|ME,In Production,6.8,25,-,125,C0G,0402M/01005,0.22,±0.05pF,High-Q,,[n],[s],[t]
GJM0335C1E6R8WB01,CE|IE|AIC|MeI|ME,In Production,6.8,25,-,125,C0G,0603M/0201,0.33,±0.05pF,High-Q,,[n],[s],[t]
GJM0225C1E6R8BB01,CE|IE|AIC|MeI|ME,In Production,6.8,25,-,125,C0G,0402M/01005,0.22,±0.1pF,High-Q,,[n],[s],[t]
GCM0335C1E6R8DA16,AIC|APS|MeI,In Production,6.8,25,-,125,C0G,0603M/0201,0.33,±0.5pF,Powertrain/Safety for Automotive [AEC-Q200],,[n],[s],[t]
GRM0115C1E6R8WE01,CE|IE|AIC|MeI|ME,In Production,6.8,25,-,125,C0G,0201M/008004,0.138,±0.05pF,Ultra-small,,[n],[s],[t]
GRM0335C1E6R8BA01,CE|IE|AIC|MeI|ME,In Production,6.8,25,-,125,C0G,0603M/0201,0.33,±0.1pF,Ultra-small,,[n],[s],[t]
