Manufacturer,MfrPartName,TChar,Capacitance,VoltageRatedDC,Volume,Package,C_Cv,V_Cv,C0,Cr,Vr,Cr_n,Er,Ce,EnergyDensity
TDK,C3216X7R1V475K160AE,X7R,4.7μF,35,9.73E-09,1206,[5.1933e-06 5.24656e-06 5.24057e-06 5.21412e-06 5.17017e-06 5.08301e-06 4.95665e-06 4.75966e-06 4.46066e-06 4.07545e-06 3.58135e-06 2.9414e-06 1.82427e-06 1.21044e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25 35],5.19E-06,1.21E-06,35,0.233077234,0.001361901,2.22E-06,139998.0652
TDK,C3216X7R2A104K160AA,X7R,100nF,100,9.22E-09,1206,[1e-07 1.02034e-07 1.02228e-07 1.02205e-07 1.01438e-07 9.90859e-08 9.5139e-08 8.78507e-08 7.44884e-08 6.13904e-08],[0 4 6.3 10 16 25 35 50 75 100],1.00E-07,6.14E-08,100,0.613904,0.000392896,7.86E-08,42631.89082
TDK,C3216X7R2A104K160AE,X7R,100nF,100,9.73E-09,1206,[1e-07 1.01293e-07 1.01342e-07 1.01107e-07 1.00012e-07 9.70933e-08 9.2569e-08 8.4027e-08 6.78022e-08 5.33726e-08],[0 4 6.3 10 16 25 35 50 75 100],1.00E-07,5.34E-08,100,0.533726,0.000364633,7.29E-08,37482.88429
TDK,C3216X7R2A105K160AA,X7R,1μF,100,9.22E-09,1206,[1e-06 1.0166e-06 1.01334e-06 1.00887e-06 9.94434e-07 9.60629e-07 8.88763e-07 7.59682e-07 6.8318e-07 5.42841e-07 4.2922e-07 3.17283e-07 2.42472e-07 1.82799e-07],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],1.00E-06,1.83E-07,100,0.182799,0.001791809,3.58E-07,194423.7112
TDK,C3216X7R2A105K160AE,X7R,1μF,100,9.73E-09,1206,[1.02982e-06 1.05923e-06 1.0476e-06 1.01425e-06 9.33298e-07 7.80704e-07 6.1603e-07 4.39135e-07 2.82562e-07 2.03515e-07],[0 4 6.3 10 16 25 35 50 75 100],1.03E-06,2.04E-07,100,0.197621915,0.001883237,3.77E-07,193589.3206
TDK,C3216X7R2A154K160AA,X7R,150nF,100,9.22E-09,1206,[1.5e-07 1.51935e-07 1.5179e-07 1.51793e-07 1.51198e-07 1.49766e-07 1.46256e-07 1.38958e-07 1.32369e-07 1.21799e-07 1.08621e-07 9.06689e-08 7.46372e-08 5.85547e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],1.50E-07,5.86E-08,100,0.390364667,0.000453093,9.06E-08,49163.7781
TDK,C3216X7R2A224K115AA,X7R,220nF,100,6.66E-09,1206,[2.2e-07 2.24865e-07 2.24318e-07 2.24366e-07 2.22859e-07 2.1977e-07 2.12423e-07 1.97061e-07 1.84734e-07 1.64701e-07 1.41684e-07 1.11646e-07 8.97282e-08 6.94576e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],2.20E-07,6.95E-08,100,0.315716364,0.000579628,1.16E-07,87083.50558
TDK,C3216X7R2A224K115AE,X7R,220nF,100,6.66E-09,1206,[2.2e-07 2.24865e-07 2.24318e-07 2.24366e-07 2.22859e-07 2.1977e-07 2.12423e-07 1.97061e-07 1.84734e-07 1.64701e-07 1.41684e-07 1.11646e-07 8.97282e-08 6.94576e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],2.20E-07,6.95E-08,100,0.315716364,0.000579628,1.16E-07,87083.50558
TDK,C3216X7R2A334K130AA,X7R,330nF,100,7.68E-09,1206,[3.3e-07 3.32158e-07 3.31646e-07 3.31638e-07 3.30009e-07 3.2594e-07 3.15789e-07 2.94468e-07 2.7422e-07 2.45587e-07 2.13691e-07 1.73595e-07 1.39495e-07 1.07592e-07],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],3.30E-07,1.08E-07,100,0.326036364,0.000883321,1.77E-07,115015.7429
TDK,C3216X7R2A473K115AA,X7R,47nF,100,6.66E-09,1206,[4.7e-08 4.72277e-08 4.71995e-08 4.72262e-08 4.71439e-08 4.69428e-08 4.63962e-08 4.51417e-08 4.38159e-08 4.1931e-08 3.92548e-08 3.53309e-08 3.08451e-08 2.56189e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],4.70E-08,2.56E-08,100,0.545082979,0.000172131,3.44E-08,25861.05572
TDK,C3216X7R2A474K160AA,X7R,470nF,100,9.22E-09,1206,[4.7e-07 4.77631e-07 4.76557e-07 4.75771e-07 4.72937e-07 4.66027e-07 4.49744e-07 4.16506e-07 3.89147e-07 3.45276e-07 2.9495e-07 2.30592e-07 1.82505e-07 1.38869e-07],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],4.70E-07,1.39E-07,100,0.295465957,0.001197369,2.39E-07,129922.7979
TDK,C3216X7R2A474K160AE,X7R,470nF,100,9.73E-09,1206,[4.7e-07 4.77631e-07 4.76557e-07 4.75771e-07 4.72937e-07 4.66027e-07 4.49744e-07 4.16506e-07 3.89147e-07 3.45276e-07 2.9495e-07 2.30592e-07 1.82505e-07 1.38869e-07],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],4.70E-07,1.39E-07,100,0.295465957,0.001197369,2.39E-07,123084.7559
TDK,C3216X7R2A684K160AA,X7R,680nF,100,9.22E-09,1206,[6.8e-07 6.91256e-07 6.84035e-07 6.63977e-07 6.18056e-07 5.32896e-07 4.3189e-07 3.07282e-07 1.90455e-07 1.32931e-07],[0 4 6.3 10 16 25 35 50 75 100],6.80E-07,1.33E-07,100,0.195486765,0.001281543,2.56E-07,139056.3476
TDK,C3216X7R2E104K160AA,X7R,100nF,250,9.22E-09,1206,[1e-07 1.00755e-07 1.00627e-07 1.00739e-07 1.00595e-07 1.00143e-07 9.89975e-08 9.63572e-08 9.35163e-08 8.94587e-08 8.35841e-08 7.50369e-08 6.5106e-08 5.35261e-08 4.27253e-08 3.46367e-08 2.45772e-08 1.87057e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],1.00E-07,1.87E-08,250,0.187057,0.001123732,3.60E-08,121932.7146
TDK,C3216X7R2E104K160AE,X7R,100nF,250,9.73E-09,1206,[1e-07 1.00755e-07 1.00627e-07 1.00739e-07 1.00595e-07 1.00143e-07 9.89975e-08 9.63572e-08 9.35163e-08 8.94587e-08 8.35841e-08 7.50369e-08 6.5106e-08 5.35261e-08 4.27253e-08 3.46367e-08 2.45772e-08 1.87057e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],1.00E-07,1.87E-08,250,0.187057,0.001123732,3.60E-08,115515.2033
TDK,C3216X7R2E473K160AA,X7R,47nF,250,9.22E-09,1206,[4.7e-08 4.77002e-08 4.77119e-08 4.78e-08 4.77959e-08 4.77578e-08 4.75634e-08 4.70011e-08 4.62967e-08 4.53228e-08 4.38142e-08 4.15771e-08 3.85498e-08 3.4278e-08 2.91393e-08 2.47405e-08 1.85486e-08 1.43267e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],4.70E-08,1.43E-08,250,0.304823404,0.000753115,2.41E-08,81718.2527
TDK,C3216X7R2J102K115AA,X7R,1nF,630,6.66E-09,1206,[1e-09 9.99741e-10 1.00039e-09 1.00342e-09 1.00507e-09 1.00815e-09 1.01098e-09 1.01246e-09 1.01208e-09 1.01233e-09 1.01143e-09 1.00881e-09 1.00549e-09 9.99002e-10 9.89054e-10 9.76981e-10 9.47615e-10 9.12341e-10 8.72141e-10 7.83328e-10 6.9171e-10 5.84922e-10],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],1.00E-09,5.85E-10,630,0.584922,0.000150968,7.61E-10,22681.54923
TDK,C3216X7R2J102K115AE,X7R,1nF,630,6.66E-09,1206,[1e-09 9.99741e-10 1.00039e-09 1.00342e-09 1.00507e-09 1.00815e-09 1.01098e-09 1.01246e-09 1.01208e-09 1.01233e-09 1.01143e-09 1.00881e-09 1.00549e-09 9.99002e-10 9.89054e-10 9.76981e-10 9.47615e-10 9.12341e-10 8.72141e-10 7.83328e-10 6.9171e-10 5.84922e-10],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],1.00E-09,5.85E-10,630,0.584922,0.000150968,7.61E-10,22681.54923
TDK,C3216X7R2J103K115AA,X7R,10nF,630,6.66E-09,1206,[1e-08 1.00477e-08 1.00717e-08 1.01214e-08 1.0141e-08 1.01566e-08 1.01546e-08 1.01172e-08 1.00723e-08 9.98209e-09 9.85034e-09 9.60019e-09 9.29706e-09 8.82546e-09 8.16145e-09 7.46036e-09 6.15879e-09 5.0753e-09 4.23071e-09 3.09385e-09 2.3725e-09 1.80988e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],1.00E-08,1.81E-09,630,0.180988,0.000681157,3.43E-09,102337.2809
TDK,C3216X7R2J103K115AE,X7R,10nF,630,6.66E-09,1206,[1e-08 1.00477e-08 1.00717e-08 1.01214e-08 1.0141e-08 1.01566e-08 1.01546e-08 1.01172e-08 1.00723e-08 9.98209e-09 9.85034e-09 9.60019e-09 9.29706e-09 8.82546e-09 8.16145e-09 7.46036e-09 6.15879e-09 5.0753e-09 4.23071e-09 3.09385e-09 2.3725e-09 1.80988e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],1.00E-08,1.81E-09,630,0.180988,0.000681157,3.43E-09,102337.2809
TDK,C3216X7R2J222K115AA,X7R,2.2nF,630,6.66E-09,1206,[2.2e-09 2.20061e-09 2.20518e-09 2.21726e-09 2.2262e-09 2.23567e-09 2.2417e-09 2.24196e-09 2.23953e-09 2.23274e-09 2.22157e-09 2.19875e-09 2.16984e-09 2.12198e-09 2.05267e-09 1.97219e-09 1.79206e-09 1.59878e-09 1.41343e-09 1.11653e-09 9.0047e-10 7.07379e-10],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],2.20E-09,7.07E-10,630,0.321535909,0.000226811,1.14E-09,34076.17721
TDK,C3216X7R2J222K115AE,X7R,2.2nF,630,6.66E-09,1206,[2.2e-09 2.20061e-09 2.20518e-09 2.21726e-09 2.2262e-09 2.23567e-09 2.2417e-09 2.24196e-09 2.23953e-09 2.23274e-09 2.22157e-09 2.19875e-09 2.16984e-09 2.12198e-09 2.05267e-09 1.97219e-09 1.79206e-09 1.59878e-09 1.41343e-09 1.11653e-09 9.0047e-10 7.07379e-10],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],2.20E-09,7.07E-10,630,0.321535909,0.000226811,1.14E-09,34076.17721
TDK,C3216X7R2J223K130AA,X7R,22nF,630,7.68E-09,1206,[2.2e-08 2.22892e-08 2.22967e-08 2.23553e-08 2.2371e-08 2.23812e-08 2.23484e-08 2.22109e-08 2.19968e-08 2.17287e-08 2.12681e-08 2.05605e-08 1.95871e-08 1.81253e-08 1.61424e-08 1.42063e-08 1.1091e-08 8.82559e-09 7.18449e-09 5.13993e-09 3.94571e-09 3.03897e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],2.20E-08,3.04E-09,630,0.138135,0.001194272,6.02E-09,155504.2116
TDK,C3216X7R2J223K130AE,X7R,22nF,630,7.68E-09,1206,[2.2e-08 2.22892e-08 2.22967e-08 2.23553e-08 2.2371e-08 2.23812e-08 2.23484e-08 2.22109e-08 2.19968e-08 2.17287e-08 2.12681e-08 2.05605e-08 1.95871e-08 1.81253e-08 1.61424e-08 1.42063e-08 1.1091e-08 8.82559e-09 7.18449e-09 5.13993e-09 3.94571e-09 3.03897e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],2.20E-08,3.04E-09,630,0.138135,0.001194272,6.02E-09,155504.2116
TDK,C3216X7R2J333K160AA,X7R,33nF,630,9.22E-09,1206,[3.3e-08 3.30363e-08 3.30283e-08 3.31018e-08 3.31008e-08 3.30969e-08 3.30254e-08 3.27723e-08 3.24008e-08 3.19562e-08 3.06553e-08 2.94796e-08 2.78447e-08 2.57033e-08 2.25825e-08 1.95946e-08 1.49687e-08 1.17032e-08 9.40496e-09 6.66198e-09 5.11396e-09 3.94927e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],3.30E-08,3.95E-09,630,0.119674848,0.001588024,8.00E-09,172311.6176
TDK,C3216X7R2J333K160AE,X7R,33nF,630,9.73E-09,1206,[3.3e-08 3.30363e-08 3.30283e-08 3.31018e-08 3.31008e-08 3.30969e-08 3.30254e-08 3.27723e-08 3.24008e-08 3.19562e-08 3.06553e-08 2.94796e-08 2.78447e-08 2.57033e-08 2.25825e-08 1.95946e-08 1.49687e-08 1.17032e-08 9.40496e-09 6.66198e-09 5.11396e-09 3.94927e-09],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],3.30E-08,3.95E-09,630,0.119674848,0.001588024,8.00E-09,163242.5851
TDK,C3216X7R2J472K115AA,X7R,4.7nF,630,6.66E-09,1206,[4.7e-09 4.71032e-09 4.7344e-09 4.77398e-09 4.79529e-09 4.81212e-09 4.81522e-09 4.79876e-09 4.78212e-09 4.73452e-09 4.67112e-09 4.55073e-09 4.40568e-09 4.18093e-09 3.8647e-09 3.52702e-09 2.8981e-09 2.38244e-09 1.99056e-09 1.47442e-09 1.14525e-09 8.83074e-10],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],4.70E-09,8.83E-10,630,0.187888085,0.000324517,1.64E-09,48755.55729
TDK,C3216X7R2J472K115AE,X7R,4.7nF,630,6.66E-09,1206,[4.7e-09 4.71032e-09 4.7344e-09 4.77398e-09 4.79529e-09 4.81212e-09 4.81522e-09 4.79876e-09 4.78212e-09 4.73452e-09 4.67112e-09 4.55073e-09 4.40568e-09 4.18093e-09 3.8647e-09 3.52702e-09 2.8981e-09 2.38244e-09 1.99056e-09 1.47442e-09 1.14525e-09 8.83074e-10],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],4.70E-09,8.83E-10,630,0.187888085,0.000324517,1.64E-09,48755.55729
TDK,C3216X7S0G336M160AB,X7S,33μF,4,9.22E-09,1206,[3.3e-05 3.23977e-05 2.72111e-05 2.02888e-05 1.64803e-05],[0 1 2 3.15 4],3.30E-05,1.65E-05,4,0.49940303,0.000186019,2.33E-05,20184.34987
TDK,C3216X7S0G476M160AB,X7S,47μF,4,9.22E-09,1206,[4.7e-05 4.23331e-05 3.44914e-05 2.55871e-05 2.08283e-05],[0 1 2 3.15 4],4.70E-05,2.08E-05,4,0.443155319,0.000236918,2.96E-05,25707.28538
TDK,C3216X7S0J226M160AB,X7S,22μF,6.3,9.22E-09,1206,[2.2e-05 2.17654e-05 1.99218e-05 1.70266e-05 1.50141e-05 1.28591e-05 1.05668e-05],[0 1 2 3.15 4 5 6.3],2.20E-05,1.06E-05,6.3,0.480309091,0.000293244,1.48E-05,31819.04882
TDK,C3216X7S0J336M160AC,X7S,33μF,6.3,9.22E-09,1206,[3.3e-05 3.23977e-05 2.72111e-05 2.02888e-05 1.64803e-05 1.30581e-05 9.95316e-06],[0 1 2 3.15 4 5 6.3],3.30E-05,9.95E-06,6.3,0.301610909,0.000335111,1.69E-05,36361.91741
TDK,C3216X7S0J476M160AC,X7S,47μF,6.3,9.22E-09,1206,[4.7e-05 4.23331e-05 3.44914e-05 2.55871e-05 2.08283e-05 1.66217e-05 1.28299e-05],[0 1 2 3.15 4 5 6.3],4.70E-05,1.28E-05,6.3,0.272976596,0.000427032,2.15E-05,46335.99007
TDK,C3216X7S1A156M160AC,X7S,15μF,10,9.22E-09,1206,[1.5e-05 1.51486e-05 1.44168e-05 1.37037e-05 1.27873e-05 1.1378e-05 9.90708e-06 8.37391e-06 6.7362e-06 5.27813e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10],1.50E-05,5.28E-06,10,0.351875333,0.000419299,8.39E-06,45496.87099
TDK,C3216X7S1A226M160AC,X7S,22μF,10,9.22E-09,1206,[2.2e-05 2.17654e-05 1.99218e-05 1.70266e-05 1.50141e-05 1.28591e-05 1.05668e-05 8.30828e-06 6.46551e-06],[0 1 2 3.15 4 5 6.3 8 10],2.20E-05,6.47E-06,10,0.293886818,0.000537966,1.08E-05,58373.04794
TDK,C3216X7S2A155K160AB,X7S,1.5μF,100,9.22E-09,1206,[1.5e-06 1.54589e-06 1.56558e-06 1.56312e-06 1.52752e-06 1.45e-06 1.29965e-06 1.03376e-06 9.07813e-07 7.0325e-07 5.49799e-07 3.99379e-07 3.03849e-07 2.28921e-07],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],1.50E-06,2.29E-07,100,0.152614,0.002334271,4.67E-07,253284.6659
TDK,C3216X7S2A225K160AB,X7S,2.2μF,100,9.22E-09,1206,[2.2e-06 2.27516e-06 2.29057e-06 2.2826e-06 2.22586e-06 2.10624e-06 1.87162e-06 1.47592e-06 1.28593e-06 9.8224e-07 7.58772e-07 5.4422e-07 4.13086e-07 3.11796e-07],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],2.20E-06,3.12E-07,100,0.141725455,0.003240891,6.48E-07,351659.188
TDK,C3216X7S2A225K160AE,X7S,2.2μF,100,9.73E-09,1206,[2.2e-06 2.27516e-06 2.29057e-06 2.2826e-06 2.22586e-06 2.10624e-06 1.87162e-06 1.47592e-06 1.28593e-06 9.8224e-07 7.58772e-07 5.4422e-07 4.13086e-07 3.11796e-07],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100],2.20E-06,3.12E-07,100,0.141725455,0.003240891,6.48E-07,333150.8097
TDK,C3216X7S2A335K160AB,X7S,3.3μF,100,9.73E-09,1206,[3.3e-06 3.3779e-06 3.28078e-06 3.08129e-06 2.70422e-06 2.1207e-06 1.57445e-06 1.03857e-06 6.12873e-07 4.2726e-07],[0 4 6.3 10 16 25 35 50 75 100],3.30E-06,4.27E-07,100,0.129472727,0.004511653,9.02E-07,463780.1056
TDK,C3216X7S3A102K085AA,X7S,1nF,1000,5.12E-09,1206,[9.9444e-10 9.97429e-10 9.98219e-10 9.97569e-10 9.93307e-10 9.90015e-10 9.78541e-10 9.62887e-10 9.42917e-10 9.12591e-10 8.83723e-10 8.38069e-10 7.79143e-10 7.457e-10 7.13795e-10],[0 10 25 50 100 125 200 250 350 450 500 630 800 900 1000],9.94E-10,7.14E-10,1000,0.71778589,0.000413034,8.26E-10,80670.65176
TDK,C3216X7S3A222K130AA,X7S,2.2nF,1000,7.68E-09,1206,[2.16352e-09 2.16897e-09 2.1704e-09 2.16908e-09 2.16032e-09 2.15287e-09 2.12683e-09 2.09505e-09 2.05082e-09 1.98176e-09 1.91602e-09 1.81163e-09 1.67759e-09 1.60193e-09 1.53012e-09],[0 10 25 50 100 125 200 250 350 450 500 630 800 900 1000],2.16E-09,1.53E-09,1000,0.707236356,0.000892199,1.78E-09,116171.8083
TDK,C3216X7S3D101K085AA,X7S,100pF,2000,5.12E-09,1206,[1.02249e-10 1.02369e-10 1.02511e-10 1.02596e-10 1.02594e-10 1.02604e-10 1.02634e-10 1.02454e-10 1.02522e-10 1.02295e-10 1.01771e-10 1.01025e-10 1.00275e-10 9.97808e-11 9.92628e-11],[0 10 25 50 100 125 200 250 350 450 500 630 800 900 1000],1.02E-10,9.93E-11,1000,0.970794824,5.04E-05,1.01E-10,9850.589374
TDK,C3216X7S3D221K085AA,X7S,220pF,2000,5.12E-09,1206,[2.1729e-10 2.17558e-10 2.17818e-10 2.17908e-10 2.17788e-10 2.17699e-10 2.17517e-10 2.16816e-10 2.16363e-10 2.14976e-10 2.13167e-10 2.10112e-10 2.06344e-10 2.0391e-10 2.01384e-10],[0 10 25 50 100 125 200 250 350 450 500 630 800 900 1000],2.17E-10,2.01E-10,1000,0.926798288,0.000104534,2.09E-10,20416.84918
TDK,C3216X7S3D471K130AA,X7S,470pF,2000,7.68E-09,1206,[4.45075e-10 4.45871e-10 4.4647e-10 4.46667e-10 4.46361e-10 4.46098e-10 4.45609e-10 4.44056e-10 4.42986e-10 4.39914e-10 4.36077e-10 4.29637e-10 4.21727e-10 4.16751e-10 4.11512e-10],[0 10 25 50 100 125 200 250 350 450 500 630 800 900 1000],4.45E-10,4.12E-10,1000,0.924590238,0.000213775,4.28E-10,27835.25589
TDK,C3216X7T2E224K160AA,X7T,220nF,250,9.22E-09,1206,[2.2e-07 2.2332e-07 2.23212e-07 2.23593e-07 2.23272e-07 2.22098e-07 2.18864e-07 2.1119e-07 2.05168e-07 1.93816e-07 1.81161e-07 1.63101e-07 1.46226e-07 1.27278e-07 1.08907e-07 9.48069e-08 7.54275e-08 6.25701e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],2.20E-07,6.26E-08,250,0.284409545,0.002993826,9.58E-08,324850.8599
TDK,C3216X7T2E224K160AE,X7T,220nF,250,9.73E-09,1206,[2.2e-07 2.2332e-07 2.23212e-07 2.23593e-07 2.23272e-07 2.22098e-07 2.18864e-07 2.1119e-07 2.05168e-07 1.93816e-07 1.81161e-07 1.63101e-07 1.46226e-07 1.27278e-07 1.08907e-07 9.48069e-08 7.54275e-08 6.25701e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250],2.20E-07,6.26E-08,250,0.284409545,0.002993826,9.58E-08,307753.4462
TDK,C3216X7T2J473K160AC,X7T,47nF,630,9.22E-09,1206,[4.7e-08 4.76628e-08 4.77679e-08 4.79816e-08 4.80647e-08 4.81097e-08 4.80386e-08 4.77411e-08 4.74144e-08 4.67856e-08 4.59021e-08 4.44249e-08 4.26428e-08 4.01408e-08 3.69895e-08 3.39987e-08 2.89277e-08 2.49563e-08 2.18719e-08 1.75573e-08 1.46333e-08 1.20652e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],4.70E-08,1.21E-08,630,0.256706383,0.003713799,1.87E-08,402972.9757
TDK,C3216X7T2J473K160AE,X7T,47nF,630,9.73E-09,1206,[4.7e-08 4.76628e-08 4.77679e-08 4.79816e-08 4.80647e-08 4.81097e-08 4.80386e-08 4.77411e-08 4.74144e-08 4.67856e-08 4.59021e-08 4.44249e-08 4.26428e-08 4.01408e-08 3.69895e-08 3.39987e-08 2.89277e-08 2.49563e-08 2.18719e-08 1.75573e-08 1.46333e-08 1.20652e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 500 630],4.70E-08,1.21E-08,630,0.256706383,0.003713799,1.87E-08,381763.8717
TDK,C3216X7T2W104K160AA,X7T,100nF,450,9.22E-09,1206,[1e-07 1.01509e-07 1.01514e-07 1.01743e-07 1.01731e-07 1.01579e-07 1.00954e-07 9.93795e-08 9.7929e-08 9.5218e-08 9.17696e-08 8.65e-08 8.07695e-08 7.34806e-08 6.53289e-08 5.8398e-08 4.79893e-08 4.05428e-08 3.50412e-08 2.76551e-08 2.49705e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 450],1.00E-07,2.50E-08,450,0.249705,0.003943106,3.89E-08,427854.3748
TDK,C3216X7T2W104K160AE,X7T,100nF,450,9.73E-09,1206,[1e-07 1.01509e-07 1.01514e-07 1.01743e-07 1.01731e-07 1.01579e-07 1.00954e-07 9.93795e-08 9.7929e-08 9.5218e-08 9.17696e-08 8.65e-08 8.07695e-08 7.34806e-08 6.53289e-08 5.8398e-08 4.79893e-08 4.05428e-08 3.50412e-08 2.76551e-08 2.49705e-08],[0 1 2 4 6.3 10 16 25 30 40 50 65 80 100 125 150 200 250 300 400 450],1.00E-07,2.50E-08,450,0.249705,0.003943106,3.89E-08,405335.7235
TDK,C3216X8L0G156M160AC,X8L,15μF,4,9.73E-09,1206,[1.5e-05 1.49069e-05 1.45554e-05 1.42034e-05 1.37343e-05 1.29651e-05],[0 1.25 2 2.5 3.15 4],1.50E-05,1.30E-05,4,0.86434,0.000112337,1.40E-05,11547.78427
TDK,C3216X8L0G226M160AC,X8L,22μF,4,9.73E-09,1206,[2.2e-05 2.31327e-05 2.27576e-05 2.23253e-05 2.18077e-05 2.091e-05],[0 1.25 2 2.5 3.15 4],2.20E-05,2.09E-05,4,0.950454545,0.000177207,2.22E-05,18216.19899
TDK,C3216X8L1C106K160AC,X8L,10μF,16,9.73E-09,1206,[1e-05 1.01511e-05 1.00695e-05 9.95164e-06 9.77867e-06 9.47204e-06 9.07567e-06 8.517e-06 7.75404e-06 6.86553e-06 5.83118e-06 4.61094e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16],1.00E-05,4.61E-06,16,0.461094,0.000851055,6.65E-06,87485.1082
TDK,C3216X8L1C685K160AC,X8L,6.8μF,16,9.73E-09,1206,[6.8e-06 6.89353e-06 6.84727e-06 6.77328e-06 6.66298e-06 6.46644e-06 6.21245e-06 5.85166e-06 5.35438e-06 4.7691e-06 4.07714e-06 3.24587e-06 1.90835e-06 1.22898e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25 35],6.80E-06,1.23E-06,35,0.180732353,0.001494978,2.44E-06,153677.8439
TDK,C3216X8L1E106K160AC,X8L,10μF,25,9.73E-09,1206,[1e-05 1.01289e-05 1.00982e-05 1.00269e-05 9.91629e-06 9.70818e-06 9.42495e-06 9.00843e-06 8.41106e-06 7.67757e-06 6.7652e-06 5.59002e-06 3.46487e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],1.00E-05,3.46E-06,25,0.346487,0.001747621,5.59E-06,179648.5864
TDK,C3216X8L1E106K160AE,X8L,10μF,25,9.73E-09,1206,[1e-05 1.01289e-05 1.00982e-05 1.00269e-05 9.91629e-06 9.70818e-06 9.42495e-06 9.00843e-06 8.41106e-06 7.67757e-06 6.7652e-06 5.59002e-06 3.46487e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16 25],1.00E-05,3.46E-06,25,0.346487,0.001747621,5.59E-06,179648.5864
TDK,C3216X8L1H155K160AC,X8L,1.5μF,50,9.22E-09,1206,[1.5e-06 1.54589e-06 1.56558e-06 1.56312e-06 1.52752e-06 1.45e-06 1.29965e-06 1.03376e-06 9.07813e-07 7.0325e-07 5.49799e-07],[0 1 2 4 6.3 10 16 25 30 40 50],1.50E-06,5.50E-07,50,0.366532667,0.001086667,8.69E-07,117910.9676
TDK,C3216X8L1H225K160AC,X8L,2.2μF,50,9.22E-09,1206,[2.2e-06 2.27516e-06 2.29057e-06 2.2826e-06 2.22586e-06 2.10624e-06 1.87162e-06 1.47592e-06 1.28593e-06 9.8224e-07 7.58772e-07],[0 1 2 4 6.3 10 16 25 30 40 50],2.20E-06,7.59E-07,50,0.344896364,0.001539197,1.23E-06,167013.582
TDK,C3216X8L1H335K160AC,X8L,3.3μF,50,9.73E-09,1206,[3.3e-06 3.38635e-06 3.28025e-06 3.06547e-06 2.66668e-06 2.06548e-06 1.5255e-06 1.01118e-06],[0 4 6.3 10 16 25 35 50],3.30E-06,1.01E-06,50,0.306418182,0.002127112,1.70E-06,218658.7417
TDK,C3216X8R1C335K160AB,X8R,3.3μF,16,9.22E-09,1206,[3.3e-06 3.3343e-06 3.33556e-06 3.32884e-06 3.31606e-06 3.28965e-06 3.24848e-06 3.18266e-06 3.07973e-06 2.93883e-06 2.74474e-06 2.45028e-06],[0 1.25 2 2.5 3.15 4 5 6.3 8 10 12.5 16],3.30E-06,2.45E-06,16,0.742509091,0.000366478,2.86E-06,39765.42877
